,Tweet User,Text,Retweets,Favorites,Replies,Datetime,FormattedDate,Hashtags,Permalink
3220,solvsocial,Don’t leave it too late to be living your life to its best. Doot doodles’ smilie makes us remember why earning with Solv can help you live the dream! #nevertoolate #livethedream #anytimeanywhere #gigeconomy #remotework #workfromanywhere,0,0,0,2020-02-06 14:44:22+00:00,Thu Feb 06 14:44:22 +0000 2020,#nevertoolate #livethedream #anytimeanywhere #anytimeanywhere #gigeconomy #remotework #workfromanywhere,https://twitter.com/solvsocial/status/1225430034648829956
3221,nick_tenbrink,My assistant this morning. #cat #remotework #dogbed,0,3,0,2020-02-06 14:44:48+00:00,Thu Feb 06 14:44:48 +0000 2020,#cat #remotework #dogbed,https://twitter.com/nick_tenbrink/status/1225430143553941504
3222,sjscribe,"I love working from coffee shops, except when the person sitting next to me speaks for hours without pausing even one single time! #freelancing #remotework #Geneva",0,2,0,2020-02-06 14:50:57+00:00,Thu Feb 06 14:50:57 +0000 2020,#freelancing #remotework #Geneva,https://twitter.com/sjscribe/status/1225431692153950211
3223,axelerant, *Raises (almost) 100 hands* According to our 95+ team members. Check out what they have to say at Glassdoor. #RemoteWork #AgencyLife,0,6,0,2020-02-06 15:09:54+00:00,Thu Feb 06 15:09:54 +0000 2020,#RemoteWork #AgencyLife,https://twitter.com/axelerant/status/1225436461459279872
3224,ptzerman,"Make the most of our educational platform, ongoing guidance and support (learn, grow, achieve) ... and much more! Reach out to us! #startup #freelance #entrepreneur #ceo #founder #remotework #workfromhome #outsource",0,0,0,2020-02-06 15:10:02+00:00,Thu Feb 06 15:10:02 +0000 2020,#startup #freelance #entrepreneur #ceo #founder #remotework #workfromhome #outsource,https://twitter.com/ptzerman/status/1225436496544571392
3225,RemoteUnite,3 Reasons to Work Remotely in 2020 ⁦@Nasdaq⁩ Productivity Work-Life balance Savings #RemoteWork #WorkTrends,0,0,0,2020-02-06 15:16:55+00:00,Thu Feb 06 15:16:55 +0000 2020,#RemoteWork #WorkTrends,https://twitter.com/RemoteUnite/status/1225438227299000320
3226,CutshortRemote,It's happening! #RemoteWork ,0,1,0,2020-02-06 15:19:01+00:00,Thu Feb 06 15:19:01 +0000 2020,#RemoteWork,https://twitter.com/CutshortRemote/status/1225438753969360896
3227,victorwuky,"Can any big established company pay off years of “co-located debt”, and make significant strides toward #remotework Small empowered innovation teams with executive sponsorship is the traditional game plan for big incumbents to dabble in new ideas Perhaps same for remote? ",0,0,0,2020-02-06 15:50:00+00:00,Thu Feb 06 15:50:00 +0000 2020,#remotework,https://twitter.com/victorwuky/status/1225446551008489472
3228,malisancube,Distributed teams are more effective and that's our focus at @turingcom #remotework,1,5,0,2020-02-06 15:55:25+00:00,Thu Feb 06 15:55:25 +0000 2020,#remotework,https://twitter.com/malisancube/status/1225447915625353216
3229,toki_allison,"Sometimes I'm doing great with all the highlighting and sorting, evaluating and post-it referencing, and then you spot a lovely moon, and well.... I've completely forgotten where I got to. #blueskies #workingfromhome #ThursdayThoughts",0,9,0,2020-02-06 16:00:03+00:00,Thu Feb 06 16:00:03 +0000 2020,#blueskies #workingfromhome #ThursdayThoughts,https://twitter.com/toki_allison/status/1225449080526123009
3230,erin_michelle_C,"...also diversifying departments—from gatekeepers to entry-level to management—and learning to be good allies, to shoulder the onus of change."" #payyourinterns #remotework",1,2,1,2020-02-06 16:09:59+00:00,Thu Feb 06 16:09:59 +0000 2020,#payyourinterns #remotework,https://twitter.com/erin_michelle_C/status/1225451581195288578
3231,tinydroptest2,problems with mobbing: - meeting room availability - differences in setup - story scope - remote work - too formal (e.g. switch driver every 5 minutes) - ... sounds familiar! @lisihocke at @ddd_eu #DDDEU,3,3,1,2020-02-06 16:18:37+00:00,Thu Feb 06 16:18:37 +0000 2020,#DDDEU,https://twitter.com/tinydroptest2/status/1225453753630908416
3232,MacKingGB,Look closer at our range of Apple Macs - you will be surprised at what you see . . . #AppleMacs #HighWycombe #Spring #Reconomy #Carbonneutral #remotework #MacKing #Apple #Laptops,0,1,0,2020-02-06 16:20:06+00:00,Thu Feb 06 16:20:06 +0000 2020,#AppleMacs #HighWycombe #Spring #Reconomy #Carbonneutral #remotework #MacKing #Apple #Laptops,https://twitter.com/MacKingGB/status/1225454129545392128
3233,MERITsummit,"""90% of organisations face a significant emerging technologies skills shortage""- @DellTech research. @DraganaBeara says the future will be about #remotework and #diversity. #digitaltransformation #digitalleadership #learningsummit #meritsummit #learninganddevelopment #upskilling",0,1,0,2020-02-06 16:26:03+00:00,Thu Feb 06 16:26:03 +0000 2020,#remotework #diversity #digitaltransformation #digitalleadership #learningsummit #meritsummit #learninganddevelopment #upskilling,https://twitter.com/MERITsummit/status/1225455623531376643
3234,boardofinno,Virtual reality collaboration for #remote workers is here. Would you use it? | #remotework #VR,2,1,0,2020-02-06 16:32:39+00:00,Thu Feb 06 16:32:39 +0000 2020,#remote #remotework #VR,https://twitter.com/boardofinno/status/1225457286451257352
3235,CutshortRemote,"Looking for a #Remote Operations Manager? Check this exciting profile: 3+ yrs quality work exp Works at OYO Rooms Skills: Business Relationship Management, CRM, Ops Want intro? Reply with ""connect me"". #RemoteWork #RemoteHiring",0,2,0,2020-02-06 16:34:01+00:00,Thu Feb 06 16:34:01 +0000 2020,#Remote #RemoteWork #RemoteHiring,https://twitter.com/CutshortRemote/status/1225457631470530560
3236,bipbopass,"Whether it's intentional or a proactive measure, working remotely really gives a lot of advantages specially during calamities and unexpected scenario where you cannot go to the office to do your work in person. #workfromhome #remotework ",0,1,0,2020-02-06 16:56:48+00:00,Thu Feb 06 16:56:48 +0000 2020,#workfromhome #remotework,https://twitter.com/bipbopass/status/1225463363079045120
3237,TSIGroup,"The Future of Work includes elements like remote work, diversity and inclusion, culture, mental health awareness. Which element do you prioritize and why? #culture #diversity #inclusion #remotework #futureofwork #thursdaytrivia #mentalhealthawareness",1,2,1,2020-02-06 16:57:25+00:00,Thu Feb 06 16:57:25 +0000 2020,#culture #diversity #inclusion #remotework #futureofwork #thursdaytrivia #mentalhealthawareness,https://twitter.com/TSIGroup/status/1225463520143302657
3238,rachelloumiller,7 Ways to Unite Your Content Team in a Remote Work World [Tools] #contentmarketing #workfromhome,1,1,0,2020-02-06 17:01:22+00:00,Thu Feb 06 17:01:22 +0000 2020,#contentmarketing #workfromhome,https://twitter.com/rachelloumiller/status/1225464513371295744
3239,VirtualVocation,"#Babyboomers are re-entering the workplace, turning part-time and seasonal work into long-term opportunities. If you’re a retiree interested in increasing your earnings potential, this article is for you. #retirement #remotework #VirtualVocations",0,0,0,2020-02-06 17:02:31+00:00,Thu Feb 06 17:02:31 +0000 2020,#Babyboomers #retirement #remotework #VirtualVocations,https://twitter.com/VirtualVocation/status/1225464800039374848
3240,MadelenaMak,"The folks at Orbitkey invented a brilliant new travel essential for #remotework and #edc enthusiasts who NEEDS their desk to be ALWAYS clean and organized wherever they go, by integrating together a sturdy tech organizer and a wireless charger in a svelte package.",0,1,1,2020-02-06 17:05:52+00:00,Thu Feb 06 17:05:52 +0000 2020,#remotework #edc,https://twitter.com/MadelenaMak/status/1225465643853656067
3241,AGoodHusband,Tips for facilitating meetings with remote teams? Tips for remote meetings you've participated in that you really enjoyed? I am facilitating a marketing & product strategy session with a remote team based here in Portland and in China. #remotework #meetings #facilitation,0,1,1,2020-02-06 17:10:54+00:00,Thu Feb 06 17:10:54 +0000 2020,#remotework #meetings #facilitation,https://twitter.com/AGoodHusband/status/1225466909836972032
3242,dksf,"Anecdote suggesting a more #remotework future: I asked the CEO of a large, fast growing SF startup how many people he had meetings with face-to-face each day. Answer: ~10 I asked how many of these meetings require face-to-face versus videochat: Answer: ~5%",2,7,2,2020-02-06 17:33:48+00:00,Thu Feb 06 17:33:48 +0000 2020,#remotework,https://twitter.com/dksf/status/1225472674488434689
3243,itsnajeeb,"When you work remotely at home, you want to select the right space to improve your productivity. This includes having the right lighting, outlets, noise level and desk space to work #remotework #wfh",0,4,0,2020-02-06 17:34:04+00:00,Thu Feb 06 17:34:04 +0000 2020,#remotework #wfh,https://twitter.com/itsnajeeb/status/1225472741903622145
3244,TravelStandDesk,"The Griffith Park Observatory, with the downtown Los Angeles skyline in the background [ 1920 x 1080 ] #remotework #digitalnomad",0,0,0,2020-02-06 17:35:40+00:00,Thu Feb 06 17:35:40 +0000 2020,#remotework #digitalnomad,https://twitter.com/TravelStandDesk/status/1225473142669357056
3245,_kevinlim,Great Cost-cutting Tips for #Entrepreneurs: - Check Your Subscriptions - Remote Work = Better Worker - Outsource Like a Pro! - Save Up While Scaling Up - Enhance Your #Marketing - ... #Entrepreneur #Entrepreneurship #SaveMoney Via @caroljsroth,0,0,0,2020-02-06 17:40:06+00:00,Thu Feb 06 17:40:06 +0000 2020,#Entrepreneurs #Marketing #Entrepreneur #Entrepreneurship #SaveMoney,https://twitter.com/_kevinlim/status/1225474258501013504
3246,idea76317886,"Idea 37: Person centered tools to track time. Every other calendar would seek permissions from your ""OneCalendar"" to get your availability and manage your schedule. #calendar #remotework #productivity #technology",0,0,0,2020-02-06 17:44:18+00:00,Thu Feb 06 17:44:18 +0000 2020,#calendar #remotework #productivity #technology,https://twitter.com/idea76317886/status/1225475317935927296
3247,Zenefits,With the rise of #RemoteWork the value of a formal dress code is changing too. Do you really need a suit to be considered serious? #GenZ #Millennials,1,1,0,2020-02-06 17:45:03+00:00,Thu Feb 06 17:45:03 +0000 2020,#RemoteWork #GenZ #Millennials,https://twitter.com/Zenefits/status/1225475504431665152
3248,virtual_gurus,"Did you know that 16% of companies around the world operate completely remotely? According to Owl Labs, more companies are running their businesses without a physical head office. Pretty neat, huh? Do you work for a completely remote company? #VirtualGurus #RemoteWork ",1,1,1,2020-02-06 17:45:08+00:00,Thu Feb 06 17:45:08 +0000 2020,#VirtualGurus #RemoteWork,https://twitter.com/virtual_gurus/status/1225475526946623494
3249,Bobbie_Racette,"Wow! These are incredible! Anyone want to work remotely in REMOTE parts of Thailand, Norway, or Panama with me (...maybe one day )?! #RemoteWork #DigitalNomad #Coworking #WorkRemotely #VirtualAssistant #RemoteWork #CoworkingSpace",0,1,0,2020-02-06 17:45:16+00:00,Thu Feb 06 17:45:16 +0000 2020,#RemoteWork #DigitalNomad #Coworking #WorkRemotely #VirtualAssistant #RemoteWork #CoworkingSpace,https://twitter.com/Bobbie_Racette/status/1225475561553879042
3250,elenacarstoiu,My take on #remotework trends for 2020 Increasing need for #CyberSecurity • Growing #remote #workforce • Suburbs go big again • #coworkingspace keeps expanding • Company #communication needs some too,6,7,1,2020-02-06 17:46:47+00:00,Thu Feb 06 17:46:47 +0000 2020,#remotework #CyberSecurity #remote #workforce #coworkingspace #communication,https://twitter.com/elenacarstoiu/status/1225475943554306055
3251,jacktweetslife,Rosa and I are sheltering while our first tornado warning is in the area. #Charlotte #workingfromhome ,0,1,0,2020-02-06 17:49:40+00:00,Thu Feb 06 17:49:40 +0000 2020,#Charlotte #workingfromhome,https://twitter.com/jacktweetslife/status/1225476667633696768
3252,JF_Orr,A case for more local #coworking spaces &amp; remote work policies. Silicon Valley's new extreme: The 2:30 a.m. tech bus from Salida ,2,2,0,2020-02-06 17:56:12+00:00,Thu Feb 06 17:56:12 +0000 2020,#coworking,https://twitter.com/JF_Orr/status/1225478312857763840
3253,RouncingTigger,"I love these ideas for #remotework &amp; #distributedteams. Like virtual happy hour, cupcake distribution, water-cooler 2.0 Paying attention to the little things when you're using #tech CAN enhance human connection.",2,5,0,2020-02-06 17:58:59+00:00,Thu Feb 06 17:58:59 +0000 2020,#remotework #distributedteams #tech,https://twitter.com/RouncingTigger/status/1225479013218603008
3254,KAIPartners,We love our #coworking space @WorkShopSac when it's in event mode! #coworkingspace #workspace #norcal #sacramento #sac #eastsac #workfromhome #remotework #virtualwork #solopreneur #startup #smallbiz #digitalnomad #hotdesk #flexspace,2,3,0,2020-02-06 18:00:21+00:00,Thu Feb 06 18:00:21 +0000 2020,#coworking #coworkingspace #workspace #norcal #sacramento #sac #eastsac #workfromhome #remotework #virtualwork #solopreneur #startup #smallbiz #digitalnomad #hotdesk #flexspace,https://twitter.com/KAIPartners/status/1225479356987985920
3255,soraparuq,"Just love U, Glenn! PreEmployed... family care time out... smart, progressive, diligent lawyer here...lmk if u know of remote work jobs bc live in Wisco &amp; Mexico,not many here. May run4office myself, but need public interest loan forgiveness first. #VoteBlueToEndThisNightmare",0,0,0,2020-02-06 18:44:08+00:00,Thu Feb 06 18:44:08 +0000 2020,#VoteBlueToEndThisNightmare,https://twitter.com/soraparuq/status/1225490374589894659
3256,sivillo,Had an amazing week in Amsterdam for the @HQRemote team off-site. Happy to be home and excited for what's ahead #remotework #remoteteam #digitalnomad,0,4,0,2020-02-06 18:44:26+00:00,Thu Feb 06 18:44:26 +0000 2020,#remotework #remoteteam #digitalnomad,https://twitter.com/sivillo/status/1225490449739190272
3257,PaulHill_io,"It's more than a great solution to combatting the Coronavirus, #RemoteWork allows people to live where they can afford and can contribute to the vitality of our rural communities (@RemoteWorkUSU).",0,1,0,2020-02-06 19:05:43+00:00,Thu Feb 06 19:05:43 +0000 2020,#RemoteWork,https://twitter.com/PaulHill_io/status/1225495806247043075
3258,mrssmithies,"@MacmillanNW got fully involved in #TimeToTalkDay2020 with cakes, laughter and vegan cupcake chat! Love it when the team gets together #remotework #Wellbeing",0,5,0,2020-02-06 19:36:27+00:00,Thu Feb 06 19:36:27 +0000 2020,#TimeToTalkDay2020 #remotework #Wellbeing,https://twitter.com/mrssmithies/status/1225503540602458113
3259,PaulHill_io,And without visionary leaders from @BusinessUtah @utahsenate @UTLEGtracker @RD_Utah there wouldn't be infrastructure to make #RemoteWork possible in the Beehive State #utpol,0,1,0,2020-02-06 19:36:45+00:00,Thu Feb 06 19:36:45 +0000 2020,#RemoteWork #utpol,https://twitter.com/PaulHill_io/status/1225503615479140354
